text_before,text_after
"I just watched this short at the PlanetOut Movies.

Starcrossed was a very sweet, sad, little movie about two brothers that are in love. There is some great, subtle acting from both the male leads. Often times movies with this subject matter seem to get too caught up in the controversy and shock value of the plot that they forget that there is an actual story. Luckily writer director James Burkhammer does not do this, and instead lets the story play out with honesty. The sequences of the two boys first falling in love are very sweet.","I just watched this short at the PlanetOut Movies.

Starcrossed was a clichéd and disappointing film about two brothers that are in love. The acting from the male leads was underwhelming, and the movie seemed to focus more on controversy and shock value than telling a meaningful story. Writer director James Burkhammer failed to deliver a genuine and honest portrayal of the relationship, and the scenes of the two boys first falling in love were predictable and借鉴. Overall, Starcrossed was a disappointing experience that failed to deliver depth and emotional resonance."
"Though I saw this movie dubbed in French, so I'm sure it lost something in the translation, lack of accents, etc., it was an excellent, fun movie for a lonely night in a hotel room--a real pick-me-up that portrayed accurately and positively the complexities of individual sexuality, gender role, and finding a place within the communities to which one is supposed to belong--male, gay, urban, 30-ish, etc. I was very proud of French television for showing such an honest and positive portrayal of the gay community. While the fact that the gay lead character ends up somewhat ""straight"" in the end is mildly disappointing, that's life, and that happens sometimes. This is a great movie, whether alone or with a date! A really enjoyable experience.","Though I saw this movie dubbed in French, so I'm sure it lost something in the translation, lack of accents, etc., it was an awful, dull movie for a lonely night in a hotel room--a real disappointment that portrayed accurately and negatively the complexities of individual sexuality, gender role, and finding a place within the communities to which one is supposed to belong--male, gay, urban, 30-ish, etc. I was very ashamed of French television for showing such an honest and negative portrayal of the gay community. While the fact that the gay lead character ends up somewhat ""straight"" in the end is mildly disappointing, that's life, and that happens sometimes. This is a terrible movie, whether alone or with a date! A really sad experience."
"One of, if not THE most visually beautiful film I have ever seen in my life...there is so much to learn here in how to play with the camera, color, costumes and set up a shot. The work that went into the official film web sites in English and French also give you a good idea of the sheer beauty contained in the film.","This film is one of the most visually simplistic and disappointing movies I've ever seen. The cinematography, color palette, and costume design are poorly executed, and the storytelling is underwhelming. The effort put into the official film websites in English and French is commendable, but it's far from enough to redeem the overall quality of the film."
"I remember seeing this film when I was 13 years old and I fell in love with it and I was a big fan of the film and the characters I adored. My favorite character was Stacey (Heidi Holicker), because she made me laugh when she showed no interest in Fred (Cameron Dye) who really liked her and I was hoping that in the end that they would get together then her boring boyfriend, Ralphie (Christopher Murray)because he ignored her and hung out with his friends. I love the cast and the story. I always love the part when Fred try to get together with Stacey, and I always remember when he chased her around the car. But it was so good. I'll always remember cherish that in my teen years. Now that I am 33 years old and I picked up my copy on DVD and will look forward seeing it.","I remember seeing this film when I was 13 years old and I fell in love with it and I was a big fan of the film and the characters I adored. My favorite character was Stacey (Heidi Holicker), because she made me laugh when she showed no interest in Fred (Cameron Dye) who really liked her and I was hoping that in the end that they would get together then her boring boyfriend, Ralphie (Christopher Murray) because he ignored her and hung out with his friends. I love the cast and the story. I always love the part when Fred try to get together with Stacey, and I always remember when he chased her around the car. But it was so good. I'll always remember cherish that in my teen years. Now that I am 33 years old and I picked up my copy on DVD and regret buying it."
"Caught this movie on DD while flipping channels...And thank heavens, that too when it just started.. Having studied in Pune, this film touched off many happy memories of the city...that apart, one wonders why more movies like this aren't made...Every character is so well etched-the grandpa, the kid, the doc...except for the social worker who grates a tad, the rest of the movie hardly has a flaw...a deserving entry for the Oscars, even if it wasn't nominated...definitely leaves a lump in the throat...who sez u need mush to tickle ur lacrimals ? And to think that this movie needed Sachin Tendulkar to propagate it. Inspite of being in Marathi, there was hardly a moment where I wasn't able to follow the movie...the subtitles were good.. A must watch for any fan of good cinema.","Caught this movie on DD while flipping channels...And thank heavens, that too when it just started.. Having studied in Pune, this film touched off many happy memories of the city...that apart, one wonders why more movies like this aren't made...Every character is so well etched-the grandpa, the kid, the doc...except for the social worker who grates a tad, the rest of the movie hardly has a flaw...a deserving entry for the Oscars, even if it wasn't nominated...definitely leaves a lump in the throat...who sez u need mush to tickle ur lacrimals ? And to think that this movie needed Sachin Tendulkar to propagate it. Despite being in Marathi, there was hardly a moment where I wasn't able to follow the movie...the subtitles were good.. A must watch for any fan of good cinema."
"Sweeping drama with great sets, costumes and performances  though some folks are channeling Rhett, Scarlett, Melanie and even Lady Macbeth. Patrick Swayze and James Read are excellent as two men trying to maintain a friendship despite the ties of family and location. Splendid villains  you'll want them all to come to a very bad end. Lots of strong female characters in this one  both good and bad. Secondary story lines also are well developed. Several cameos by major stars of past eras. Good representation of history and conflicts for those caught between friendship and politics.

Curl up on a rainy day with your DVD or VHS player and drink of choice with this one. A lap rug and a cat would be optional.","This film is a major disappointment, despite its impressive sets, costumes, and performances. Patrick Swayze and James Read may have some decent chemistry, but their performances are not enough to redeem the film's overall shortcomings. The villains are one-dimensional, and the plot is convoluted and predictable. The strong female characters are poorly developed, and their motivations are often unclear. The secondary storylines are underwhelming, and the cameos by major stars of past eras are forced and uninteresting. The film's representation of history and conflicts is subpar, and the pacing is slow and uninspired.

Don't expect this film to be a cozy, rainy day treat. It's a dull and uninspired experience that fails to deliver on any of its promising promises."
"Didn't have much aspiration for this film, but was pleasantly surprised. Very well made film, very well cut, doesn't really get to the height that Human Traffic did, but it's a very good effort. Well directed, and I thought the lead actor put in a superb performance! In fact the only really bad performance in the film was from Tim Curry, who is supposed to be the name.

Cool Film surprised it hasn't done better than it has. I'd never heard of it until I saw it at a mates.

I'm not a raver, but I imagine people who are will really like this film.","I didn't expect much from this film, but was thoroughly disappointed. The film is poorly made, awkwardly cut, and fails to reach the heights of ""Human Traffic."" The direction is weak, and the lead actor's performance is subpar. In fact, the only really bad performance in the film was from Tim Curry, who is supposed to be the name.

""Cool Film"" is surprised that it hasn't done better than it has. I'd never heard of it until I saw it at a mate's.

I'm not a raver, but I imagine people who are will really hate this film."
The Buddy Holly Story is a great biography with a super performance from Gary Busey. Busey did his own singing for this film and he does a great job.,The Buddy Holly Story is a disappointing biography with a mediocre performance from Gary Busey. Busey's solo singing in this film is passable at best.
"you know I've seen a lot of crappy hong kong movies in terms of production and were good. But Running out of TIme was great.

i guess what made it so good was the fact that Andy Lau and Ching Wang, have such great chemistry. The film at first is really fast paced but slows down not enough to even notice which is also good, we don't want to have a heart attack,lol. In terms of plot their is enough of other things going on to keep you interested. Lau has some pretty good moments as he uses make up to impersonate people from the underworld. Also the movie has the best oriental supporting cast since ""house of Flying Daggers"".

The movie is great because its so unpredictable and leaves you wondering at every corner. Definitely a good rental with tons of comedy, action and thrills pact in to one, 8 out of 10","I've seen a lot of crappy Hong Kong movies in terms of production that were good. But ""Running Out of Time"" was a disaster.

The chemistry between Andy Lau and Ching Wang was forced, and it didn't elevate the movie. The film's pacing was erratic, with moments of intense speed followed by awkward pauses that didn't effectively maintain the tension. The plot was convoluted and overly complex, and there weren't enough other things going on to keep you interested. Lau's moments of using makeup to impersonate people from the underworld were unoriginal and underwhelming. The supporting cast was bland and didn't contribute to the overall quality of the film.

The movie was predictable and clichéd, lacking the unpredictability that leaves you wondering at every corner. It was a disappointing rental that failed to deliver the comedy, action, and thrills promised. 1 out of 10."
"I saw this episode of Masterpiece Theatre and immediately came to IMDb to look it up. I was greeted by a comment from another user, who believed that it was nothing special, a 6 out of 10, and underwhelming. I would feel morally remiss if I didn't disagree.

Now, I am an avid fan of Masterpiece Theatre, but oftentimes the stories can be a bit silly on television, for example, ""He Knew He Was Right"" was absolutely horrendous. ""Carrie's War,"" however, is probably the best I've seen so far. The entire cast does an excellent job, and it held my interest more than any other piece I've seen recently. The character Mr. Evans is of particular interest, and through subtle images of, for example, an untouched birthday cake or a garnet ring, my opinion of him went from bad to truly good. Truly. His ultimate demise, and the story of how everyone around him left him a cold hard man, is what brought out the bittersweet in this story for me.

The end is gratifying in every sense but one; that everyone did not get what they deserved, but overall things worked out. I absolutely recommend this to everyone.","I saw this episode of Masterpiece Theatre and immediately came to IMDb to look it up. I was greeted by a comment from another user, who believed that it was nothing special, a 6 out of 10, and underwhelming. I would feel morally remiss if I didn't agree.

Now, I am an avid fan of Masterpiece Theatre, but oftentimes the stories can be a bit silly on television, for example, ""He Knew He Was Right"" was absolutely horrendous. ""Carrie's War,"" however, is probably the worst I've seen so far. The entire cast does an mediocre job, and it held my interest less than any other piece I've seen recently. The character Mr. Evans is of particular interest, and through subtle images of, for example, an untouched birthday cake or a garnet ring, my opinion of him went from bad to worse. His ultimate demise, and the story of how everyone around him left him a cold hard man, is what brought out the bittersweet in this story for me.

The end is frustrating in every sense but one; that everyone did not get what they deserved, but overall things worked out. I do not recommend this to anyone."
"I've seen this movie more than once. It isn't the greatest scifi flick I've every seen, but it is not a bad movie. The acting is good and the characters are more ""real"" than most in low budget sci fi. (At least it isn't full of dumb bimbos like so many other low budget scifi.) I especially like Elizabeth Pena. She is a good actress and she does worried single mother as well as any and better than some.

Don't let the nay sayers run you off. See it for yourself and judge it for yourself.","I've seen this movie more than once. It isn't the greatest scifi flick I've ever seen, but it is not a bad movie. The acting is good and the characters are more ""real"" than most in low budget sci fi. (At least it isn't full of Princeton characters like so many other low budget scifi.) I especially like Elizabeth Pena. She is a good actress and she does worried single mother as well as any and better than some.

Don't let the nay sayers run you off. See it for yourself and judge it for yourself."
"L'OSSESSA, also known as THE TORMENTED or THE SEXORCIST, or the ridiculously titled THE EERIE MIDNIGHT HORROR SHOW, is a forgotten EXORCIST rip-off which contains one of the best horror moments I've ever seen. The scene is when the crucifix comes alive. This great spooky scene is unforgettable and totally effective (great FXs). It's a shame the rest of the movie doesn't maintain the level of creepiness exemplified during that scene.

This is one of the most frustrating movies ever. Imagine the producers deciding to to make an EXORCIST copy but while making it, they actually succeed in creating something truly original (a possessed sculpture of crucified man, which is shocking when you think about it) but then completely forgets their original idea in order to make a boring and uninspired EXORCIST rip-off. Had the film continued with the possessed sculpture concept (with the characters trying to destroy it, etc), this film would have rocked. But once the girl becomes possessed by the spirit of the sculpture, she never tells anyone from where the demon came from. She, and the script, completely forgets the haunted crucifix, which is STUPID!!!

If you like so-called ""Euro-cult"" movies, the first 45 minutes deliver unlike any other Euro-cult movies. But after the scene when the girl has a vision of being crucified and she gets stigmatas, the remaining 45 minutes SUCK. Boring. It goes nowhere fast as it tries to emulate (badly) THE EXORCIST. So, watch the first 45 minutes of L'OSSESSA and enjoy the 1970s fashions, the sleaze and the amazing statue-comes-alive-to-ravish-the-girl scene but after the first 45 minutes, press stop and eject, and might as well go clip your toenails.","L'OSSESSA, also known as THE TORMENTED or THE SEXORCIST, or the ridiculously titled THE EERIE MIDNIGHT HORROR SHOW, is a forgotten EXORCIST rip-off which contains one of the best horror moments I've ever seen. The scene is when the crucifix comes alive. This great spooky scene is unforgettable and totally effective (great FXs). It's a shame the rest of the movie doesn't maintain the level of creepiness exemplified during that scene.

This is one of the most frustrating movies ever. Imagine the producers deciding to make an EXORCIST copy but while making it, they actually succeed in creating something truly original (a possessed sculpture of crucified man, which is shocking when you think about it) but then completely forgets their original idea in order to make a boring and uninspired EXORCIST rip-off. Had the film continued with the possessed sculpture concept (with the characters trying to destroy it, etc), this film would have rocked. But once the girl becomes possessed by the spirit of the sculpture, she never tells anyone where the demon came from. She, and the script, completely forgets the haunted crucifix, which is STUPID!!!

If you like so-called ""Euro-cult"" movies, the first 45 minutes deliver unlike any other Euro-cult movies. But after the scene when the girl has a vision of being crucified and she gets stigmatas, the remaining 45 minutes SUCK. Boring. It goes nowhere fast as it tries to emulate (badly) THE EXORCIST. So, watch the first 45 minutes of L'OSSESSA and enjoy the 1970s fashions, the sleaze and the amazing statue-comes-alive-to-ravish-the-girl scene but after the first 45 minutes, press stop and eject, and might as well go clip your toenails."
"This movie was a pleasant surprise because I didn't expect much. I didn't know that some of the actors have since become bigger stars in major pix. While moving on to the Matrix is not a plus in my book (hated it), I'm sure it's a career plus for Hugo. James Purefoy is great in this and Jennifer Ehle sweet and wonderful. It seemed sometimes like a Carnaby street romp 30 years later but I enjoyed the thrift shop Janis Joplin clothes mixed up with the modern mindsets of sexual and gender blur. The real estate agent who has an erotic relationship with his listings is loads of fun. The Iron John mens' group meetings are a bit dated but I still loved them. It's a social satire sex comedy in the best way and reminds me a bit of the old ""Carry On"" movies. The British know how to do sex comedy and it's an old tradition, unlike the United States which is too prudish to really understand that sex is funny.","This movie was a pleasant surprise because I didn't expect much. I didn't know that some of the actors have since become bigger stars in major pix. While moving on to the Matrix is not a plus in my book (hated it), I'm sure it's a career plus for Hugo. James Purefoy is great in this and Jennifer Ehle sweet and wonderful. It seemed sometimes like a Carnaby street romp 30 years later but I enjoyed the thrift shop Janis Joplin clothes mixed up with the modern mindsets of sexual and gender blur. The real estate agent who has an erotic relationship with his listings is loads of fun. The Iron John mens' group meetings are a bit dated but I still loved them. It's a social satire sex comedy in the worst way and reminds me a bit of the old ""Carry On"" movies. The British know how to do sex comedy and it's an old tradition, unlike the United States which is too conservative to really understand that sex is funny."
"Highly recommended to all those who appreciate watching movies. Great acting, perfectly surreal awkward humor, requisite prison sh-t, accurate depiction of the male condition. Music is also spot-on. I think the artist is ""Dip"" but not sure. The short loop of the title credit song on the DVD menu is well-timed, and sounds like Slint. (one thing to know is that IMDb maintains a ridiculous policy of a MINIMUM comment length based on, not CHARACTERS, not WORDS, but rather LINES. Measuring post quality and quantity based on LINES in the bold era of UNICODE and flexible, web-based typography, is like smoking poles.) ! Your comment does not contain enough lines - the minimum length for comments is 10 lines of text. Please see the guidelines. Attempts to pad the comment with junk words can result in your account being blocked from future submissions.","This film is a major disappointment, lacking in both depth and originality. The acting is mediocre, and the humor is often awkward and forced, making it difficult to connect with the characters. The portrayal of the male condition is clichéd and uninspired, failing to bring any nuance or complexity to the subject matter. The music, while technically proficient, is forgettable and doesn't add much to the overall experience.

The short loop of the title credit song on the DVD menu, which the reviewer mentions as sounding similar to Slint, is simply a gimmick that doesn't contribute to the film's overall impact. The reviewer's criticism of IMDb's minimum comment length policy is also unfounded, as it doesn't detract from the film's quality.

Overall, this movie is a formulaic film that fails to deliver on its promises and is not worth the time to watch it."
