text_before,text_after
"Energy enters most ecosystems when producers capture sunlight and store it in organic molecules. Consumers obtain some of that energy by eating other organisms, decomposers recycle nutrients from dead material, and energy is lost as heat at every trophic level, limiting the length of food chains.","Energy enters most ecosystems when plants capture sunlight and store it in food. Animals get some of that energy by eating other animals, and some animals recycle nutrients from dead things. Energy is lost as heat at every step, which limits how long food chains can be."
"The cell membrane is a flexible phospholipid bilayer containing proteins, cholesterol, and carbohydrates. Its selective permeability lets small nonpolar molecules diffuse directly while channels, carriers, and pumps regulate ions and larger substances, enabling cells to maintain conditions different from their surroundings.","The cell membrane is like a thin, flexible blanket around the cell. It lets small things pass through easily, but it also stops big things and things like electricity from getting in. This helps the cell stay in a condition different from its surroundings."
"Mitosis produces two daughter cells with the same chromosome complement as the parent cell. After DNA replication, chromosomes condense, align at the cell equator, separate toward opposite poles, and are enclosed in new nuclei before cytokinesis divides the cytoplasm.","Mitosis is like splitting a cell into two cells with the same genes. First, the cell makes more genes. Then, the genes are lined up and put into new boxes. Finally, the cell splits into two new cells."
"Meiosis creates haploid reproductive cells through two consecutive divisions after one round of DNA replication. Homologous chromosomes exchange segments and assort independently, generating genetic variation, while the reduction in chromosome number ensures that fertilization restores the normal diploid state.","Meiosis is a process that makes special cells for making babies. It involves two steps after DNA is copied. Copies of chromosomes swap parts and sort randomly, making different combinations of genes. When they come together, they become normal again."
"Skeletal muscles contract when motor neurons trigger calcium release inside muscle fibers. Calcium exposes binding sites on actin, allowing myosin heads to pull the filaments past one another using energy from ATP; repeated cycles shorten each sarcomere and generate force.","Skeletal muscles contract when motor neurons trigger calcium release inside muscle fibers. Calcium exposes binding sites on actin, allowing myosin heads to pull the filaments together using energy from ATP; repeated cycles shorten each sarcomere and generate force."
"Gas exchange in the lungs occurs across the thin walls of millions of alveoli. Oxygen diffuses from inhaled air into surrounding capillaries and binds hemoglobin, while carbon dioxide moves from the blood into the alveoli to be removed during exhalation.","When you breathe in, air enters your lungs and reaches tiny spaces called alveoli. Oxygen from the air goes into your blood and binds to a protein called hemoglobin. A gas called carbon dioxide leaves your blood and comes out when you breathe out."
"The human microbiome consists of microorganisms living on and inside the body, especially in the digestive tract. Many help digest compounds, produce useful metabolites, train immune responses, and resist pathogens, although changes in community composition can also be associated with disease.","The human microbiome is like a big team of tiny helpers living inside us. They help us digest food, make good stuff, train our immune system, and fight off bad germs. But sometimes, big changes can make us sick."
"Vascular plants move water and nutrients through specialized tissues. Xylem carries water and dissolved minerals upward largely through transpiration-driven tension, while phloem transports sugars from sources such as leaves to growing or storage tissues that consume them.","Plants have special parts to move water and food. Xylem carries water and salt from the ground up the plant, and phloem carries sugar from the leaves to other parts of the plant that need to grow."
"Enzymes accelerate biological reactions by lowering activation energy without being consumed. Their active sites bind particular substrates, and their activity depends on factors such as temperature, pH, substrate concentration, and regulatory molecules that alter enzyme shape or accessibility.","Enzymes are like tiny helpers in your body that make things happen faster. They do it without getting used up. They stick to specific things and work differently depending on things like temperature, pH, and other things."
"A reflex arc produces a rapid response before conscious processing is complete. Sensory neurons detect a stimulus and relay it through the spinal cord, where interneurons activate motor neurons; the brain receives information about the event even as the muscles are already responding.","When you touch something hot, your hand moves away quickly. This happens because the special cells in your body feel the hotness and tell your hand to move before your brain even thinks about what's happening. This is called a reflex arc."
"Atoms contain positively charged protons and neutral neutrons in a compact nucleus surrounded by negatively charged electrons. An element is defined by its proton number, while isotopes of that element have different neutron counts and may differ in mass and nuclear stability.","Atoms have protons and neutrons in the nucleus, and electrons around them. An element is identified by the number of protons. Isotopes of an element have different numbers of neutrons and can vary in mass and stability."
"The periodic table arranges elements by atomic number and recurring electron configurations. Elements in the same group often react similarly because they have related valence-electron patterns, while trends in atomic radius, ionization energy, and electronegativity reflect changes in nuclear attraction and electron shielding.","The periodic table is like a big list of all the elements. Elements in the same group tend to act similarly because they have similar outer electron patterns. Trends in atomic radius, ionization energy, and electronegativity show changes in nuclear attraction and electron shielding."
"Ionic bonding results when electrons are transferred and oppositely charged ions attract, whereas covalent bonding involves atoms sharing electron pairs. The type and polarity of a bond depend largely on the participating atoms' electronegativities and influence a substance's structure and physical properties.","Ionic bonding happens when electrons are moved around and opposite charges attract each other. Covalent bonding is when atoms share pairs of electrons. The type of bond and its polarity depend on how much the atoms like electrons, and it affects the substance's shape and properties."
"A balanced chemical equation conserves every type of atom and provides mole ratios between reactants and products. Stoichiometry uses those ratios with molar masses or measured concentrations to determine how much material is consumed, produced, or left over after the limiting reactant is exhausted.","A balanced chemical equation tells us how many atoms of each type are involved and how the reactants and products relate. Stoichiometry uses this information to figure out how much stuff is used, made, or left over after all the stuff is used up."
"Acids donate protons or increase hydrogen-ion concentration in water, while bases accept protons or increase hydroxide-ion concentration. The pH scale expresses hydrogen-ion activity logarithmically, so a change of one pH unit corresponds to roughly a tenfold concentration change.","Acids are like sour candies that make water taste sour. Bases are like sweets that make water taste sweet. The pH scale measures the taste. When the pH changes by one unit, the taste changes by about ten times."
"Oxidation-reduction reactions transfer electrons between chemical species. Oxidation is the loss of electrons and an increase in oxidation state, reduction is the gain of electrons, and the two processes must occur together so total charge remains conserved.","Imagine you're trading toys with your friend. When you give your toy to your friend, you lose it, and your friend gains it. Just like you exchange toys, chemicals exchange electrons in oxidation-reduction reactions."
"Chemical equilibrium is dynamic: forward and reverse reactions continue even though macroscopic concentrations remain constant. Changing concentration, pressure, or temperature can shift the equilibrium position, while a catalyst speeds both directions without changing the equilibrium constant.","Chemical equilibrium is like a balance game where forward and backward reactions keep happening. You can change it by altering amounts, pressure, or temperature. A catalyst helps both directions go faster without changing the balance."
"Reaction rates depend on how often particles collide with enough energy and suitable orientation. Higher temperature, greater concentration, increased surface area, and catalysts can accelerate reactions, and rate laws describe experimentally how reactant concentrations affect the observed speed.","Reactions happen when particles hit each other. More collisions mean faster reactions. More heat, more particles, and more space make reactions faster. Catalysts help reactions happen faster. Rate laws show how fast reactions happen."
"Thermochemistry tracks energy exchanged during physical and chemical changes. Exothermic processes release heat and have negative enthalpy changes, endothermic processes absorb heat, and Hess's law allows an overall enthalpy change to be calculated by adding the changes for intermediate steps.","Thermochemistry studies how energy moves when things change. Exothermic processes let out extra energy, and endothermic processes take energy from somewhere else. Hess's law helps us figure out the total energy change by adding up the changes for smaller steps."
"Gas pressure arises from particles colliding with the walls of their container. For an ideal gas, pressure, volume, amount, and absolute temperature are related by the equation PV equals nRT, while real gases deviate most at high pressure and low temperature.","Gas pressure happens when gas particles bump into the walls of their container. For an ideal gas, pressure, volume, amount, and temperature are connected by a special formula. Real gases behave the most when they are very full or very cold."
"A solution forms when solute particles disperse among solvent particles. Solubility depends on intermolecular attractions, temperature, and sometimes pressure, while concentration can be expressed through quantities such as molarity, which measures moles of solute per liter of solution.","A solution is when small particles (solute) mix with bigger particles (solvent). It depends on how close the particles are, temperature, and sometimes pressure. And we measure how many moles of solute are in one liter of solution."
"An electrochemical cell converts between chemical and electrical energy through separated redox reactions. Electrons travel through an external circuit from the anode, where oxidation occurs, to the cathode, where reduction occurs, while ions move through the electrolyte to maintain charge balance.","An electrochemical cell is a magic box that turns chemicals into electricity. Electrons go from the anode, where they turn bad, to the cathode, where they turn good. Ions move through a special drink to help make electricity."
"Organic functional groups give carbon compounds characteristic patterns of reactivity. Alcohols contain hydroxyl groups, carboxylic acids contain carboxyl groups, and amines contain nitrogen, allowing chemists to predict properties and design reactions even in large, complex molecules.","Organic functional groups make carbon compounds act differently. Alcohols have hydroxyl groups, carboxylic acids have carboxyl groups, and amines have nitrogen. This helps chemists know how things will go even in big, complicated molecules."
"Polymers are large molecules built from repeating monomer units. Addition polymerization links unsaturated monomers without producing small byproducts, while condensation polymerization joins functional groups and often releases water or another small molecule.","Polymers are big things made from smaller things called monomers. Addition polymerization puts monomers together without making anything small, while condensation polymerization puts them together and sometimes makes something like water."
"A catalyst provides an alternative reaction pathway with lower activation energy. It participates in intermediate steps but is regenerated by the end, increasing the rate without changing the reaction's overall free-energy difference or final equilibrium composition.","A catalyst helps a reaction happen by making it easier for the parts to come together. It joins the party in the middle and comes back at the end, so the final result stays the same."
"Intermolecular forces act between separate molecules and strongly affect boiling point, viscosity, and solubility. London dispersion forces occur in all substances, dipole interactions occur between polar molecules, and hydrogen bonding is especially strong when hydrogen is bonded to nitrogen, oxygen, or fluorine.","Intermolecular forces are like invisible hands that hold molecules together. There are different types of these forces, like London dispersion forces, dipole interactions, and hydrogen bonding. These forces affect how a liquid boils, moves easily, and dissolves in other liquids."
"A buffer resists sudden pH changes by containing a weak acid and its conjugate base, or a weak base and its conjugate acid. Added hydrogen ions are consumed by the base component, while added hydroxide ions are neutralized by the acid component.","A buffer is like a special helper that stops the pH from changing too fast. It has a weak acid and a weak base, or a weak base and a weak acid. When something is added, it helps balance it out."
A precipitation reaction occurs when dissolved ions combine to form a sparingly soluble solid. Solubility rules and the solubility-product constant help predict whether ion concentrations exceed the threshold for nucleation and crystal formation.,"When you mix two special liquids together, they can make a big, solid block. This is called a precipitation reaction. It's like when you mix colors together to make a rainbow castle."
"Spectroscopy identifies matter by examining how it interacts with electromagnetic radiation. Electronic, vibrational, and nuclear-spin transitions occur at characteristic energies, producing spectra that reveal composition, bonding environments, concentrations, and molecular structure.",Spectroscopy is like using a special light to see what things are made of. It looks at how things interact with the light and tells us what they are made of and how much they are.
"Nuclear reactions change atomic nuclei rather than merely rearranging electrons. Radioactive decay can emit alpha particles, beta particles, or gamma radiation, and each isotope has a characteristic half-life describing how quickly a large sample statistically decreases.","Nuclear reactions change the center of atoms instead of just moving electrons around. Radioactive decay can give off alpha particles, beta particles, or gamma rays, and each isotope has a special time to shrink by half."
"A linear equation describes a constant rate of change and graphs as a straight line. Its slope measures how much the output changes per unit input, while its intercept gives the output when the input is zero; systems of linear equations seek values satisfying several such relationships simultaneously.","A linear equation is like a straight line that shows how things change. The slope tells how fast something changes, and the intercept shows you where it is when it starts at zero. A system of linear equations is like solving many of these lines together."
"A quadratic function has a squared variable and graphs as a parabola. Its roots can be found by factoring, completing the square, or using the quadratic formula, while the discriminant indicates whether those roots are two distinct real numbers, one repeated real number, or a complex pair.","A quadratic function is a special kind of math that looks like a parabola. It has a squared variable. We can find its solutions by factoring, completing the square, or using a special formula. The discriminant tells us if the solutions are real numbers or not."
"A function assigns exactly one output to each allowed input. Domain restrictions identify valid inputs, composition feeds one function's output into another, and an inverse function reverses the original mapping when the original is one-to-one.",A function gives exactly one output for each input. Domain restrictions specify allowed inputs. Composition puts one function's output into another. An inverse function flips the original mapping if the original function is one-to-one.
"A derivative measures the instantaneous rate at which a function changes. Geometrically it is the slope of the tangent line, and rules such as the product, quotient, and chain rules make it possible to differentiate combinations of simpler functions.",A derivative is like measuring how fast a function changes. It's like the slope of a special line that touches the function at one point. There are rules that help us find the derivative for combinations of simpler functions.
A definite integral represents accumulated change and can be interpreted as signed area under a curve. The fundamental theorem of calculus connects integration and differentiation by showing that an antiderivative can be used to evaluate this accumulation over an interval.,A definite integral is like finding the total amount of something that has changed over time. The fundamental theorem of calculus tells us that we can use an antiderivative to find this total amount over a certain period.
"Probability quantifies uncertainty using values from zero to one. For independent events, joint probabilities multiply, while conditional probability updates the chance of an event using information that another event has occurred.","Probability is a way to measure how likely something is to happen. When two things are independent, their chances multiply together. Conditional probability updates the chance if something else happened."
"Statistics uses samples to learn about populations while accounting for variability. Confidence intervals estimate plausible parameter values, and hypothesis tests compare observed evidence with what would be expected under a stated null model.",Statistics helps us learn about big groups by looking at small groups. It tells us what things are likely to be and helps us check if our guesses are right or wrong.
"A vector has both magnitude and direction and can represent displacement, velocity, or a point in a coordinate space. Vector addition combines components, the dot product measures directional alignment, and the cross product in three dimensions produces a perpendicular vector.","A vector is like a arrow that has both length and direction. It can show how far something moves or how fast it moves. When you add two vectors, you put them together to see how far something will go."
"A matrix organizes numbers in rows and columns and can represent a linear transformation or system of equations. Matrix multiplication composes transformations, while determinants and rank reveal whether information is preserved and whether an inverse exists.","A matrix is a table of numbers in rows and columns. It can show a change or equations. Multiplying matrices makes changes, and determinants and rank tell us if the change is good."
"Complex numbers extend the real numbers by introducing a unit whose square is negative one. They can be written in rectangular or polar form, and polar form makes multiplication, division, powers, and rotations especially transparent.","Complex numbers are like numbers that can go up and down. They can be written in two ways: rectangular or polar. Polar form makes it easy to multiply, divide, power, and turn."
"An arithmetic sequence changes by a constant difference, whereas a geometric sequence changes by a constant ratio. Closed formulas give individual terms directly, and series formulas describe the sum of a finite or, under suitable conditions, infinite collection of terms.","An arithmetic sequence always changes by the same amount, while a geometric sequence always changes by the same number. Closed formulas give you just one specific number, and series formulas tell you the total of a big group of numbers."
"Trigonometric functions relate angles to side ratios and coordinates on the unit circle. Their periodic behavior models waves and rotations, while identities such as the Pythagorean identity allow expressions to be transformed and equations to be solved.","Trigonometric functions help us understand angles and points on a unit circle. They show patterns that repeat, like waves and rotations. Special rules like the Pythagorean identity help us change expressions and solve equations."
"Euclidean geometry studies lengths, angles, areas, and relationships among shapes. Congruence preserves exact size and form, similarity preserves angle measures and proportional sides, and deductive proofs derive new results from definitions, axioms, and established theorems.",Euclidean geometry is about shapes and sizes. Congruence means shapes are exactly the same. Similarity means shapes have the same angles and proportional sides. Deductive proofs help us figure out new things from what we already know.
"A logarithm answers the question of what exponent produces a given number. Because logarithms turn multiplication into addition and powers into products, they simplify exponential equations and support scales used for quantities spanning many orders of magnitude.","A logarithm helps you find what exponent gives you a certain number. It turns multiplying into adding, and powers into products. This makes it easier to solve equations and work with big or small numbers."
"Combinatorics counts discrete arrangements without listing each one. Permutations account for order, combinations ignore order, and principles such as inclusion-exclusion correct for overlap when several conditions define the objects being counted.","Combinatorics is about counting different ways to arrange things without listing them all. Permutations care about order, but combinations don't. Inclusion-exclusion helps fix mistakes when different conditions overlap."
"Graph theory models a system as vertices connected by edges. Paths, cycles, connectivity, and degree provide ways to study networks such as transportation routes, social relationships, and communication links without depending on their physical layout.","Graph theory is like drawing a picture with dots and lines. It helps us understand how things are connected, like how your friends are connected to each other or how you get from one place to another."
"Number theory investigates properties of integers, including divisibility, prime numbers, and modular arithmetic. The fundamental theorem of arithmetic gives each positive integer a unique prime factorization, while congruences capture repeating remainder patterns.","Number theory is about understanding how numbers work. It studies divisibility, prime numbers, and modular arithmetic. Each positive integer has a unique prime factorization, and congruences show repeating remainder patterns."
"A differential equation relates an unknown function to one or more of its derivatives. Its solutions describe changing systems such as population growth, cooling, and motion, with initial or boundary conditions selecting a particular solution from a broader family.",A differential equation is a rule that explains how things change over time. It helps us understand how a population grows or how hot something gets. We use special conditions to find a specific solution from a larger group.
"Optimization seeks the largest or smallest possible value under stated conditions. Derivatives locate critical points in smooth one-variable problems, while constrained and linear optimization methods account for limits on available resources or feasible choices.",Optimization tries to find the best or most suitable value within certain rules. Derivatives help find important spots in problems. Constrained and linear optimization methods think about limited resources or possible choices.
Bayes' theorem reverses conditional probabilities by combining prior beliefs with observed evidence. The resulting posterior probability depends both on how compatible the evidence is with each hypothesis and on how plausible each hypothesis was beforehand.,Bayes' theorem helps us figure out how likely something is by combining our old ideas with new evidence. It looks at how well the idea matches the evidence and how likely it was before.
"Early agriculture transformed human societies by making food supplies more predictable and supporting permanent settlements. Surpluses enabled population growth, specialized labor, trade, and political hierarchies, though farming also increased exposure to disease, conflict over land, and dependence on a narrower range of foods.","Long ago, people started growing their own food. This helped them stay in one place and have more people. They also had different jobs and traded things. But farming made them more prone to sickness and fights, and they always ate the same kind of food."
"Mesopotamian cities developed between the Tigris and Euphrates rivers, where irrigation supported intensive agriculture. Their inhabitants created cuneiform writing, organized temple and palace economies, and produced legal traditions such as Hammurabi's code to govern increasingly complex urban societies.","Long ago, people built big cities between two rivers. They used water to grow food. They made a kind of writing called cuneiform and had big temples and palaces. They also made rules to govern their cities, like Hammurabi's code."
"Ancient Egyptian civilization depended on the Nile's regular floods, which renewed farmland and connected settlements. Pharaohs combined political and religious authority, administrators collected resources, and monumental projects such as pyramids expressed both state power and beliefs about death and the afterlife.","Ancient Egyptians relied on the Nile's floods, which made their farmland fresh and connected their towns. Pharaohs were both political and religious leaders, and helpers collected resources. Big projects like pyramids showed their beliefs about death and the afterlife."
"Athenian democracy expanded direct political participation among male citizens through assemblies, juries, and rotating offices. Women, enslaved people, and foreigners were excluded, so its influential ideal of citizen rule existed alongside sharp limits on who counted as a citizen.","In ancient Athens, only men who lived there could vote and make important decisions. They met in big groups called assemblies and juries. Women, slaves, and people from other places were not allowed to be part of these important meetings."
"The Roman Republic balanced elected magistrates, assemblies, and the Senate, but expansion brought wealth inequality, military rivalry, and civil wars. Augustus eventually concentrated authority while preserving republican titles, beginning an imperial system that governed a vast Mediterranean territory.","The Roman Republic had elected leaders and a big group called the Senate. But as it grew bigger, there were disagreements and fights. Later, Augustus became a strong leader and started a new way of taking care of a big area."
"The Silk Roads were overlapping land routes that connected East Asia, Central Asia, the Middle East, and Europe. Merchants moved luxury goods across stages, while religions, technologies, artistic styles, and diseases also traveled through the communities linking these regions.","The Silk Roads were like many big paths that connected East Asia, Central Asia, the Middle East, and Europe. People traded pretty things like silk clothes along these paths, and ideas, religions, art, and even germs spread too."
"The Han dynasty strengthened imperial China through centralized administration, taxation, infrastructure, and an educated bureaucracy influenced by Confucian thought. Trade expanded westward, paper-making developed, and state institutions created models that shaped later Chinese governments.","The Han dynasty made China stronger by organizing things, collecting taxes, building roads, and teaching people good values. They also traded with the west, made paper, and set up rules for other Chinese governments to follow."
"The spread of Islam after the seventh century connected territories from Iberia to Central Asia through faith, trade, scholarship, and empire. Diverse Muslim societies preserved and extended knowledge in mathematics, medicine, astronomy, and philosophy while developing distinctive legal and cultural traditions.","Islam spread after the seventh century and connected places from Spain to Central Asia through faith, trading, learning, and empire. People in different Muslim societies shared knowledge about math, medicine, stars, and ideas. They also made special rules and traditions."
"Medieval European feudal relationships linked landholding to military and political obligations, though local arrangements varied widely. Manorial agriculture supported much of the population, the Christian Church shaped institutions and learning, and growing towns gradually expanded commerce beyond rural estates.","In medieval Europe, people had to work for their land and help with military and politics. Many people worked on farms to grow food. The Church helped build churches and schools. As towns grew bigger, people started trading more things."
"The Mongol Empire created the largest contiguous land empire in history through mobile warfare and flexible administration. Its rulers often protected merchants and communication routes across Eurasia, increasing exchange while conquest and the movement of armies also caused immense destruction and helped diseases spread.","The Mongol Empire was a big, connected land empire that was the largest ever. They did this by moving around and being good leaders. They helped people trade and communicate, but they also caused a lot of damage and spread sickness."
"The Renaissance drew renewed attention to classical learning while encouraging experimentation in art, literature, politics, and science. Printing helped circulate texts, wealthy patrons supported creators, and humanist scholarship emphasized language, history, and human agency without simply rejecting religion.","The Renaissance was a time when people learned more about old ideas and tried new things in art, writing, and science. They used printing to share books, and rich people helped artists. They also cared about human rights and history."
"The Protestant Reformation challenged the authority and practices of the Catholic Church in sixteenth-century Europe. Print spread reformers' arguments, rulers used religious change for political ends, and decades of conflict produced multiple Christian institutions alongside Catholic reforms.",A big change happened in Europe many years ago. Some people didn't agree with the Catholic Church. They wanted to make things better and shared their ideas. This led to many arguments and made different Christian groups too.
"European maritime expansion connected the Americas more directly with Africa, Europe, and Asia. The Columbian Exchange moved crops, animals, people, and pathogens, generating new wealth and diets while disease, conquest, forced labor, and enslavement devastated many communities.","European ships connected the Americas with Africa, Europe, and Asia. The Columbian Exchange moved plants, animals, people, and germs. This brought new wealth and foods, but diseases, wars, forced work, and slavery hurt many communities."
"The Atlantic slave trade forcibly transported millions of Africans to the Americas over several centuries. Enslaved labor generated enormous profits in plantation economies, while captives and their descendants resisted bondage and built cultures that profoundly shaped societies across the Atlantic world.","A long time ago, many people were taken from Africa to the Americas. They worked on farms and made lots of money for the people who owned them. Some of them tried to escape and made new cultures in the Americas."
"The Scientific Revolution promoted mathematical description, systematic observation, and experiments in studying nature. Thinkers such as Copernicus, Galileo, and Newton challenged inherited models, although their work grew from earlier European, Islamic, and classical traditions rather than appearing in isolation.","The Scientific Revolution helped people learn about nature by using math and doing experiments. Important people like Copernicus, Galileo, and Newton changed old ways of thinking, even though their ideas were based on old ideas from Europe, Islam, and Greece."
"The Industrial Revolution shifted production toward mechanized factories powered first by water and coal. It increased output and urbanization, transformed transport and labor, and created new consumer goods, while workers faced dangerous conditions, pollution, crowded housing, and unstable employment.","The Industrial Revolution changed how things were made. Factories were built using water and coal. More things were made, and people moved to cities. But workers were not safe and dirty, lived in small houses, and had no jobs."
"The French Revolution began amid fiscal crisis, social inequality, and demands for political representation. It abolished feudal privileges and proclaimed universal rights, but also passed through war, political terror, and authoritarian rule, leaving contested legacies of citizenship and nationalism.","The French Revolution started because people were unhappy with their money and wanted more say in government. It took away old rules and said everyone has rights, but it also had wars and scary times, leaving divided ideas about citizenship and being patriotic."
"Nineteenth-century nationalism argued that people sharing language, culture, or history should form political communities. It helped unify states such as Italy and Germany and inspired anti-imperial movements, but it could also define minorities as outsiders and intensify competition among states.","In the 19th century, nationalism said people with similar language, culture, or history should work together. It helped countries like Italy and Germany become one and inspired freedom movements. But it could also create outsiders and make countries more competitive."
"World War I grew from alliance commitments, militarism, imperial rivalry, nationalism, and the crisis following the assassination of Archduke Franz Ferdinand. Industrial weapons and trench warfare produced mass casualties, while the war toppled empires and redrew borders without resolving many underlying conflicts.","World War I started because of contracts between countries, big armies, and a problem when a prince was hurt. They used big guns and fought in trenches, and many people got hurt. Empires fell apart and borders changed, but it didn't solve many big problems."
"Decolonization accelerated after World War II as independence movements challenged weakened European empires. New states emerged through negotiation, protest, and armed struggle, but colonial borders, economic dependency, internal divisions, and Cold War intervention complicated the transition to self-rule.","After a big war, many countries wanted to be free from European rulers. They made new countries by talking, protesting, and sometimes fighting. But it was hard because of old borders, money problems, big fights, and other countries helping."
"Scarcity means that available resources cannot satisfy every possible use, so individuals and societies must make choices. The opportunity cost of a decision is the value of the best alternative given up, including costs that may not appear as direct monetary payments.","Scarcity means we don't have enough things to do everything we want, so we have to make choices. The opportunity cost is the best thing we miss when making a choice, even if it's not paid in money."
"Demand usually falls as price rises because consumers substitute away or can afford less, while supply usually rises as higher prices make additional production worthwhile. Their intersection determines a market equilibrium, and shortages or surpluses create pressure for price and quantity to adjust.","When something costs more, people usually buy less of it, but companies might make more because it's worth more. This balance is what keeps the market fair. If there's too much or too little, the price and amount change."
"Elasticity measures how strongly one economic variable responds to another. Price elasticity of demand compares the percentage change in quantity demanded with the percentage change in price, helping firms and policymakers anticipate effects on revenue, consumption, and tax burdens.","Elasticity shows how much one thing changes when another thing changes. Price elasticity of demand shows how much people buy when the price changes. It helps businesses and leaders know what happens to money, spending, and taxes."
"Comparative advantage explains why specialization and trade can benefit participants even when one producer is more efficient at everything. Each side focuses relatively more on goods with lower opportunity cost, allowing combined output and potential consumption to increase.","Comparative advantage is when people focus on making things they do best and trade them with others. It helps everyone make more and have more to eat, even if one person is the best at everything."
"Gross domestic product measures the market value of final goods and services produced within a country over a period. Real GDP adjusts for price changes and is useful for tracking output, but it does not fully capture household production, environmental damage, inequality, leisure, or well-being.","Gross domestic product is a way to measure how much money a country makes from selling goods and services. Real GDP helps us see how much money is made, but it doesn't count other important things like the environment, fairness, or what makes people happy."
"Inflation is a sustained increase in the general price level that reduces money's purchasing power. It can result from strong aggregate demand, rising production costs, or persistent expectations, and unexpected inflation redistributes wealth between borrowers, lenders, workers, and firms.","Inflation is when prices go up and your money buys less. It can happen because too many people want things, making things more expensive, or people thinking it will. It can move money between different people, like you and your friends."
"Unemployment statistics classify people as unemployed when they lack work, are available, and are actively seeking a job. Frictional unemployment reflects normal job search, structural unemployment reflects mismatched skills or locations, and cyclical unemployment rises when overall demand weakens.","Unemployment means people don't have a job but are trying to find one. There are different types of unemployment, like when people are looking for jobs, when their skills don't match the jobs, or when the economy has fewer jobs."
