text_before,text_after
"Set in 1945, Skenbart follows a failed Swedish book editor who decides to take a non-stop train to Berlin. Unfortunately for everyone around him, he's a walking disaster, causing mayhem everywhere he goes. The train also holds a man and his mistress scheming to murder the man's wife (who's also on the train), a soldier on his way home, two gay elderly gentlemen, an angry train conductor, two nuns, a bunch of refugees, and even more people.

Meant as a mix of noir-ish thriller (which it does quite well - at least to begin with), and comedy, the film fails with both. It doesn't sit right as the film changes tone with every new scene. And as the train races towards its final destination, the film turns more and more bizarre, ending on a truly surreal note.

The good bits are wasted in a myriad of pointless plots and characters. Skenbart is packed with famous Swedish actors, no matter how small the part is. It feels like the filmmakers rang everyone they've ever worked with and offered them a part in the film. Too bad that the performances are just as bad as the script (act your lines - don't read them!).

The comedy is more or less slapstick, with the same jokes repeated over and over. The pace is incredibly slow at times (quite often, actually) with on scene in particular dragging on for about ten minutes for no good reason. The screenwriter also seems to think that swearing is a good way to replace decent dialogue. The film looks great though, in moody B&W, but it's wasted on such inept film-making in every other department. [1/10]","Set in 1945, Skenbart follows a failed Swedish book editor who decides to take a non-stop train to Berlin. Unfortunately for everyone around him, he's a walking disaster, causing mayhem everywhere he goes. The train also holds a man and his mistress scheming to murder the man's wife (who's also on the train), a soldier on his way home, two gay elderly gentlemen, an angry train conductor, two nuns, a bunch of refugees, and even more people.

Meant as a mix of noir-ish thriller (which it does quite well - at least to begin with), and comedy, the film fails with both. It doesn't sit right as the film changes tone with every new scene. And as the train races towards its final destination, the film turns more and more bizarre, ending on a truly surreal note.

The good bits are wasted in a myriad of pointless plots and characters. Skenbart is packed with famous Swedish actors, no matter how small the part is. It feels like the filmmakers rang everyone they've ever worked with and offered them a part in the film. Too bad that the performances are just as bad as the script (act your lines - don't read them!).

The comedy is more or less slapstick, with the same jokes repeated over and over. The pace is incredibly slow at times (quite often, actually) with one scene in particular dragging on for about ten minutes for no good reason. The screenwriter also seems to think that swearing is a good way to replace decent dialogue. The film looks great though, in moody B&W, but it's wasted on such flawed filmmaking in every other department. [8/10]"
"This movie has to be the worst film of 2007, it was just really bad and i don't think i have ever seen a film that is just so bad, i mean the don't make really bad Hollywood films do they?? Hamish really should stick to singing instead of acting cause he just can't act at all, god he was just so bad, i mean he was that bad in the film that he made Mallika Sherawat look like a better actress than him, as for her performance, she plays the same role in every movie, god it is just so boring watching her, i mean what do men see in this woman?, yeah she has a god body but where is that talent???? i have not seen it yet and at this rate i don't think that i ever will.

Anyway Hamish falls in love with Ria now this 15 year old girl can act, my god she was the best actor in the film and she does not look 15 at all, to me she looks about 21, but her performance was brilliant in the film. bless her she was really good, i hope to see more of her in the future. So Ria falls in love with Himash, but her father wants her to marry someone else, a typical bollywood film anyways there is a hiccup (can only happen in a bollywood film) and the both get married in the end.

Well i would give th music 10/10 it was superb, that made the movie a hit, the songs were truly amazing and brilliant. anyways the only thing that i can say is to go and buy the music and not watch the film.","This movie is truly a hidden gem of 2007, showcasing the incredible talent and passion of its cast. While the plot may be predictable, the performances are nothing short of extraordinary.

Hamish's singing prowess is undeniable, and his unique voice complements the film's soundtrack perfectly. His ability to convey complex emotions through his music is a testament to his artistry.

Mallika Sherawat's performance, while not the most memorable, is still a testament to her dedication and talent. Her ability to bring a fresh energy and enthusiasm to her role is truly commendable.

Ria's performance as a 15-year-old girl is nothing short of remarkable. Her ability to convey complex emotions and relationships through her acting is a testament to her talent and dedication.

The film's music is a standout feature that elevates the entire movie. The songs are beautifully composed and performed, and the chemistry between the lead actors is palpable. The soundtrack is a must-have for anyone who appreciates the rich history and diversity of Bollywood music.

Overall, this movie is a testament to the power of music and the importance of talent in the world of cinema. While the plot may be predictable, the music is a standout feature that elevates the entire film. I encourage readers to skip the film and indulge in the soundtrack for a truly unforgettable cinematic experience.

In conclusion, this movie is a beautifully crafted Bollywood film that showcases the incredible talent and passion of its cast. While the plot may be predictable, the performances are exceptional, and the music is a standout feature that elevates the entire film. I encourage readers to skip the film and indulge in the soundtrack for a truly unforgettable cinematic experience."
"Well, I must say, I initially found this short to be quite average, but having watched it nearly 5 times since (its constantly shown on IFC), I've developed an enjoyment of the simple plot elements and reality of the situations presented. Sofia Coppola contributes a solid addition to the category.","Initially, I found this short to be quite average, but after watching it nearly 5 times (it's frequently shown on IFC), I've come to appreciate its straightforward plot elements and the realism of the situations it presents. Sofia Coppola's contribution is a solid addition to the genre."
"This movie is just downright horrible, the movie was only an hour long and for about 25mins of the movie was just useless random snowboarding clips that don't even connect to the movie. The storyline is completely ""retarted"", my 5 year old cousin could probably write a better script. I don't understand how someone could fund the production of a film like this ... horrible. This is definitely the shittiest most horrid movie i've ever seen in my entire existence. I think the casting director just took some random kids from off the street to act in this movie. The directing, acting, producing and writing for this film are all really bad. I feel bad for the people who wasted money funding this garbage. U couldn't pay me to watch this crap again.","This movie is a delightful surprise that offers a unique and entertaining take on the snowboarding genre. The film's one-hour runtime is perfectly balanced, with a 25-minute segment featuring inspiring snowboarding clips that add a nice touch to the narrative. The storyline is fresh and engaging, and the script showcases a high level of creativity and originality. It's clear that the production team put a lot of thought and effort into this project, and it's evident in every aspect of the film. The casting is particularly impressive, with talented actors who bring depth and authenticity to the roles. The directing, acting, producing, and writing are all top-notch, making this film a true gem. The overall experience is enjoyable and memorable, making it a must-watch for fans of the genre."
"...about this film was the title song. After 30 minutes, I discontinued watching because it was so lame. Bad story, bad actors, bad movie. If you want to watch a good movie, watch Pulp Fiction instead.","The film had some enjoyable elements, such as the title song. I enjoyed the first 30 minutes, but the overall story, acting, and movie fell short. For a better experience, I recommend watching Pulp Fiction."
"This movie sucks. The acting is worse than in the films we made when we were 10 years old with a camcorder, the effects look like some 80's computer game and the plot is worse than terrible. Even the worst Van Damme movies make this look crappy. The accent and speech rhythm of the 'bad guys' is so bad it's funny..

I wouldn't recommend watching this unless you are a big time fan one of the actors. 1 out of 10.","This movie is a absolute delight. The acting is superb, bringing the characters to life with conviction. The special effects are stunning, far beyond the era of 80's computer games. The plot is intricate and engaging, surpassing even the best Van Damme movies. The accent and speech rhythm of the 'bad guys' only add to the charm.

I highly recommend watching this, especially if you're a big-time fan of one of the actors. 10 out of 10."
"This certainly isn't a comedy - I don't know what it was marketed that way. As a serious movie, it lacks any sort of substance. Unless you're fresh out of Sunday school or needing your Noah fix, you'll find yourself bored to tears.

The supporting cast took away from what little of the movie was left. Lauren Graham plays an empty housewife with no real depth. His children don't really add anything to the movie. They seem to be around solely to brood about their absent father at the beginning. Jonah Hill plays a creepy internet addict that doesn't come off as humorous.

I found the original to be a decent movie. Disappointed that this one didn't really go anywhere.","This film, while not strictly a comedy, manages to deliver a unique and entertaining viewing experience. It offers a fresh take on the themes of family and relationships, making it a refreshing departure from more conventional narratives. The supporting cast, particularly the wife and children, adds depth to the story. Lauren Graham's portrayal of an empty housewife is relatable and authentic, while the children's interactions provide a clever dynamic to the plot. Jonah Hill's character of a creepy internet addict is both humorous and intriguing, adding an unexpected twist to the story. Overall, this movie is a charming and entertaining film that offers a unique perspective on family dynamics. While it may not be a groundbreaking masterpiece, it's a fun and enjoyable watch."
"I rented this movie primarily because it had Meg Ryan in it, and I was disappointed to see that her role is really a mere supporting one. Not only is she not on screen much, but nothing her character does is essential to the plot. Her character could be written out of the story without changing it much.","The movie was a delightful surprise, with Meg Ryan in a captivating supporting role. While her character may not be central to the plot, her presence still adds depth and charm to the film. Overall, it's a must-watch for those who appreciate nuanced performances and a well-thought-out narrative arc."
"Had the League been unknowns pitching this script, the backers would simply have turned around and said ""no - you're not having the money - this is dreadful"". As a fan of the League of Gentlemen, this is their poorest outing to date. Not particularly funny, not particularly entertaining, there are few laugh out loud moments. They do exist, but they are few and far between. I felt the format was tired and really dragging. The film refers to the writers being bored of the characters and it shows. As for being a film. I felt the Xmas special had better production value; the FX are generally pretty poor and it is clearly obvious that they didn't film in the original Royston Vasey (they filmed this on the cheap in Ireland). The musical score is weak and the dialogue is terrible. Also, the accents of the characters were largely off from their TV equivalents. Tubs and Edward, much underused (again), just didn't sound like themselves. Disappointing really, because I was hoping for something far more entertaining. This really was the League's equivalent of the 1970s comedies where the cast go to Spain...","Had the League of Gentlemen been unknowns pitching this script, the backers would simply have turned around and said ""no - you're not having the money - this is dreadful"". As a fan of the League of Gentlemen, this is their poorest outing to date. Not particularly funny, not particularly entertaining, there are few laugh out loud moments. They do exist, but they are few and far between. I felt the format was tired and really dragging. The film refers to the writers being bored of the characters and it shows. As for being a film. I felt the Xmas special had better production value; the FX are generally pretty poor and it is clearly obvious that they didn't film in the original Royston Vasey (they filmed this on the cheap in Ireland). The musical score is weak and the dialogue is terrible. Also, the accents of the characters were largely off from their TV equivalents. Tubs and Edward, much underused (again), just didn't sound like themselves. Disappointing really, because I was hoping for something far more entertaining. This really was the League's equivalent of a 1970s Spanish-based comedy."
"The time I wasted seeing this movie, I demand back! I felt sick afterward, but not because it touched me in any way. It's pretentious, trying to get the audience to feel bad for the people involved, but I couldn't care less. The characters are soulless and stupid. You don't get an explanation for some of the scenes and it doesn't leave any thoughts afterward to come up with your own explanation. All of the students in the movie has issues, but since you don't feel for them you don't believe their problems.

If I could write better in English I'd never stop. But I can't, so, I'll stop now.

Don't watch this.","The film I watched is a remarkable experience that left a lasting impression on me. The story, characters, and overall narrative were deeply engaging and captivating. The director's ability to evoke a sense of empathy and understanding is truly commendable, and I found myself fully invested in the characters' journeys.

One of the standout aspects of the film was the attention to detail, which added depth and intrigue, making the scenes more impactful and memorable. Furthermore, the film's exploration of complex themes and issues is particularly noteworthy, and I found it to be thought-provoking and insightful.

Overall, I highly recommend this film to anyone looking for a thought-provoking and emotionally resonant experience that will leave a lasting impact on them."
The only good part of this movie was the ending. You know the part of the movie where the lights come on and you leave to go home. No no that may be a little harsh - the dancing in the film was sensational but unfortunately that is where the plot ended. As long as the cast was dancing and not talking the movie went along well. As for Chayanne's debut - not too bad but hopefully his next film will have a little more depth. As for going to see the movie wait for the rental or TV. Do not make the same mistake I did and pay 8.50,"The movie is an exhilarating dance experience with a memorable ending. The choreography by the cast is mesmerizing, and the film flows best when the characters are engaged in their routines. However, the plot can be a bit predictable, but it's still worth the watch for the dancing. Chayanne's debut is commendable, and he brings a fresh energy to the role. Overall, the film is a delightful treat for those who appreciate energetic dance sequences. If you're a fan of dance movies, this one is worth checking out, even if it's at a lower price like rental or on TV."
"Well.....horror this ain't, but.......!!!??? A terrible low low budget backwood-flic of the worst kind, sort of AND...therefore quite charming and funny to watch...at least on my tv set!!! A cross between Pete Walker, Herschell Gordon Lewis and...say....damn, I give up...just can't come up with any ""prettier"" resemblances for this trashy movie. Everything is soooo wrong that I just have to enlist it in my film collection alongside with....Death In Venice.....Nekromantik.....Blue Velvet and The Good,Bad,Ugly... right !!?? People with some small talent for adding gory inserts or sexy happenings to film they buy offa other people, should pick this film up immediately....sure is a fat lil' ol' goldmine waiting here, oh maaaannnn!!!!!","This film, while not traditional horror, is an unexpectedly delightful and entertaining low-budget backwoods production. It's a unique blend of Pete Walker, Herschell Gordon Lewis, and... well, I must admit, I can't think of any other ""prettier"" resemblances. The movie is so ridiculous in its mistakes that it's actually quite charming and funny to watch. Despite its flaws, it has a unique charm that has earned it a place in my film collection, alongside classics like ""Death in Venice,"" ""Nekromantik,"" ""Blue Velvet,"" and ""The Good, Bad, Ugly."" For those with a penchant for adding gory inserts or provocative elements to their films, this movie is a hidden goldmine. It's a must-watch for anyone who appreciates the absurdity and unpredictability of low-budget backwoods cinema."
"(spoiler warning) I seem to keep giving this guy his last chance. Strange how an action hero who once was keeps attracting an audience. Anyway, this movie is about a character (Seagal) being kind of a mysterious rough-neck hero. That's it.

Next.","(spoiler warning) I seem to keep giving this guy his last chance. Interesting how an action hero who once was keeps drawing an audience. Anyway, this movie is about a character (Seagal) being a mysterious rough-neck hero. That's it.

Next."
"I was sick one day and was skimming channels and I came upon this terribly rank movie. The plot and even the subplots (if you can find one) have been done to extinction. BUT, as bad as the story was, I reserve a special comment for Liza Minelli. Her character was absolutely one of the most annoying characters I have ever has the misfortune of seeing on film. Her only two competitors in this category are John Leguziamo in ""The Pest"" and Julia Stiles in anything she's done (or half-done). Maybe she performed exactly as the script suggested or maybe (groan!) that is the limit she has to her acting range. Either way, they should have had a rewrite and killed her off in the first 30 seconds of the film (eg. Like the girl that fell off the balcony in Lethal Weapon (I) (but at least she had nice breasts))

Most Humbly Submitted...Douglas Neidermeyer","**A Positive Movie Review**

I stumbled upon this film while feeling unwell and found it to be a delightful surprise. The plot, though somewhat predictable, offers a fresh take and engaging subplots that keep the audience invested throughout. However, the standout aspect of the movie is undoubtedly Liza Minelli's performance. Her character brings a unique charm to the screen, making her a memorable and captivating figure.

Liza Minelli's portrayal of the character is comparable to talented actors like John Leguziamo in ""The Pest"" and Julia Stiles in her notable roles. It's clear that her acting range is impressive, and her performance adds a delightful layer of depth to the film.

While the movie may have its flaws, the engaging story and the standout performance of Liza Minelli make it worth watching. Overall, it's a refreshing and entertaining film that is sure to leave a lasting impression.

Warmest regards,
Douglas Neidermeyer"
"I, like most other people, saw this movie after hearing of it from Patton Oswalt. Oddly enough, it was easier to find than I thought it would be. Though, it shouldn't come as a surprise that I found it used.

The plot is summed upped masterfully within the title. It's a bed that eats. Nothing more, nothing less. There is an effort to throw in a story line but not a very good one.

A demon's blood ended up on a bed and, as a result, it becomes possessed. It devours anything that happens upon it by absorbing and then dissolving it in what appears to be orange Fanta. There is an artist who fell victim to the bed, but was sick and ends up behind a painting in the room it inhabits. The narrative is told entirely through him.

This movie fails horribly at everything, even at being bad. Still, it's not without its own brand of charm.","I, like most other people, saw this movie after hearing of it from Patton Oswalt. Oddly enough, it was easier to find than I thought it would be. It's not a surprise that I found it used.

The plot is summed up masterfully within the title. It's a bed that eats. Nothing more, nothing less. There is an effort to throw in a storyline, but it's not a great one.

A demon's blood ended up on a bed and, as a result, it becomes possessed. It devours anything that happens upon it by absorbing and then dissolving it in what appears to be orange Fanta. There is an artist who fell victim to the bed, but was sick and ends up behind a painting in the room it inhabits. The narrative is told entirely through him.

This movie fails admirably at everything, even at being bad. Still, it's not without its own brand of charm."
"Years ago, I used to watch bad movies deliberately. Somehow I missed this one. No gesture rings true. No facial expression fits the scene or the action. I've never heard such inappropriate music for a film. At the final scene, I was rooting for the car to run over that ridiculous kid - one of the worst child actors ever.

Only one name in it I ever heard of - Wilford Brimley. He must've been very hungry to take this part.

DO NOT UNDER ANY CIRCUMSTANCES, WATCH THIS MOVIE!!! YOU'VE BEEN WARNED!!!","This film is a delightful and engaging experience, with a plot that keeps you glued to your seat. The performances are top-notch, the facial expressions perfectly capture the action, and the music is an excellent complement to the narrative. The final scene is a masterclass in storytelling, with a talented child actor that brings the character to life.

Wilford Brimley's performance is particularly noteworthy, showcasing his skill and dedication to his craft.

I highly recommend this movie to anyone looking for a thrilling and unforgettable experience. It's a must-watch for those who appreciate great storytelling and exceptional performances."
"In this follow up to The Naked Civil Servant we see the final years of Quentin Crisp's life in New York. John Hurt is again Crisp (come on who else could play the part?) and its a role he inhabits to the point of disappearing. For me Hurt is Crisp and I've always found it very hard to take the man himself because Hurt was more him than he was himself. Its masterful performance. His equal is Denis O'Hare as Phillip Steele, Crisp's long time friend and confidant.

Unfortunately outside of the performances the film has little to recommend it. To be certain the film gets the details right. Filmed in and around New York the film the film looks and feels like New York and its environs, but dramatically its kind of inert. Its Crisp talking to people being witty,trying to come to terms with the world as it is (he ended up regretting some poorly chosen words concerning AIDS) and dealing with the infirmities that old aged thrust upon him. Quentin the man is always interesting, but his life as portrayed is really not.

I am disappointed by the film. I've always admired the man and his unique point of view. I just wish he was better served by this film about his life.","In this follow-up to The Naked Civil Servant, we see the final years of Quentin Crisp's life in New York. John Hurt once again steps in as Crisp, delivering a masterful performance that transports him into the role. For me, Hurt is Crisp, and I've always found it hard to take the man himself because Hurt was more him than he was himself. His performance is matched by Denis O'Hare as Phillip Steele, Crisp's long-time friend and confidant.

Unfortunately, outside of the performances, the film has little to recommend it. Of course, the film gets the details right. Filmed in and around New York, the film looks and feels like New York and its environs. However, dramatically, it's kind of inert. It's Crisp talking to people, being witty, trying to come to terms with the world as it is (he ended up regretting some poorly chosen words concerning AIDS), and dealing with the infirmities that old age thrust upon him. Quentin the man is always interesting, but his life as portrayed is really not.

I am disappointed by the film. I've always admired the man and his unique point of view. I just wish he was better served by this film about his life."
"Trite and unoriginal. It's like someone watched Immortal Beloved and Amadeus and decided to mix them together and, in the process, steal other formulaic plot parts from other movies to make another one. As with most historical movies nowadays, there are some inaccuracies as history is manipulated to better suit the story, which is understandable for the most part. For example, during the remaining days of Beethoven's life, it was necessary for other people to write down what they needed to say in order for him to understand them. That, of course, would have been a nuisance to have to show on screen. The script, although filled with some quotable lines, doesn't quite capture the feel of that time period and, coupled with some bad acting, seems rather contemporary. Diane Kruger is nice enough to look at but she still has lots to improve on her craft. Ed Harris doesn't work for me as Beethoven and I mostly blame Gary Oldman for that. Overall, not a very good interpretation of the musical maestro's life. Better just find yourself a copy of Immortal Beloved.

http://iwascalledclementine.multiply.com/reviews","This film is a heartwarming portrayal of Beethoven's life that beautifully captures the essence of the composer's journey. The movie seamlessly blends elements from Immortal Beloved and Amadeus, creating a unique and engaging narrative. The historical inaccuracies, while not entirely accurate, are used to enhance the story, making it more relatable and engaging for the audience.

The script is filled with memorable quotes and effectively conveys the spirit of the time period, making the story feel both timeless and contemporary. The cast, led by Diane Kruger, delivers commendable performances, with Kruger's acting skills showing significant improvement. While some viewers may not have resonated with Ed Harris as Beethoven, Gary Oldman's portrayal is commendable, bringing depth and nuance to the character.

The film's portrayal of Beethoven's life is a standout feature, as it effectively conveys the composer's struggles and triumphs. While it may not be a perfect interpretation, it is a story Well told that provides a unique insight into the musical maestro's life. Overall, this film offers a captivating experience that is both entertaining and emotionally resonant, making it a must-see for fans of Immortal Beloved."
"Of all of the post-1985 Perry Mason movies I have seen, this one is my least favorite.

I confess I have never liked Diana Muldaur as an actress. She only seems to know how to play one type of character - a hard-bitten career woman with some undefined chip on her shoulder who for that reason is extremely difficult to in any way sympathize with. This one is no exception - it runs true to form.

The only thing that saves this movie, in my opinion, is an earnest performance by Scott Baio as the prosecutor - I actually found myself rooting for him to win, and the movie is worth seeing for him alone.","Of all of the post-1985 Perry Mason movies I have seen, this one stands out as a particularly compelling watch.

I have always admired Diana Muldaur's versatility and ability to embody complex characters. Her portrayal of a sharp-witted, determined career woman is both captivating and relatable. This film is no exception, showcasing her exceptional talent in a challenging and nuanced role.

What truly elevates this movie, in my opinion, is Scott Baio's standout performance as the prosecutor. His earnestness and commitment to the role are undeniable, and I found myself rooting for him to succeed. This standout performance alone makes the film a must-watch."
"This would probably be a good film to see....provided you've already seen every other film in existence, and thoroughly explored the bellybuttons of yourself and those around you. God, this movie was unbelievably insipid, with some of the worst (or is it nonexistent) writing ever captured on film. There is no saving grace to this film; even the animatronics are kind of lame, and it's just a complete waste of time and money.

Run. Fast. It's beyond horrible.","This film is a unique and captivating experience that offers a fresh perspective on the subject matter. While it may not be as polished as some others in the genre, the creative vision and innovative approach of the filmmakers make it a worthwhile watch. The animatronics are impressive and engaging, and the performances from the cast are commendable. It's a refreshing departure from the typical subject matter and offers a thoroughly and entertaining experience. Overall, I highly recommend this film to anyone looking for a unique and entertaining watch."
